Date,Parameter,Parameter_Category,Operating_Area,System_City,System_City_Calculated
11-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,39
12-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,37
13-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,37
14-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,37.2
15-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,37
16-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,36
17-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,36
18-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,36
19-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,37
20-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
21-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
22-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,36
23-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,36
24-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
25-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
26-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,33.2
27-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
28-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
29-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,35.2
30-Nov-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
1-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
2-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,29
3-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
4-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34.3
5-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
6-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34.4
7-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
8-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
9-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34.4
10-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
11-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
12-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33.2
13-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32
14-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,29
15-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,30
16-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
17-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32.2
18-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
19-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34
20-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,31
21-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,30.2
22-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
23-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,34.4
24-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,35
25-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32.4
26-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,33
27-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32
28-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32
29-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32
30-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32.3
31-Dec-16,Max Temperature (Deg C),Weather,WOA,Makkah,32
1-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,33.2
2-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31.4
3-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
4-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
5-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
6-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
7-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
8-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32.4
9-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,28.3
10-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31.4
11-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,33.2
12-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
13-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
14-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
15-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
16-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,34.4
17-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
18-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,36
19-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,36
20-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
21-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
22-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
23-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,32.2
24-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
25-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
26-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
27-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
28-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,25.4
29-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
30-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
31-Jan-17,Max Temperature (Deg C),Weather,WOA,Makkah,29
1-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,27
2-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
3-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
4-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
5-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
6-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
7-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
8-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
9-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
10-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
11-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
12-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,29.4
13-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,29
14-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,27
15-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,24
16-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,22
17-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,26
18-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
19-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,29
20-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,28
21-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,31
22-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,29.2
23-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
24-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
25-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
26-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,34.2
27-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
28-Feb-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
1-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
2-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
3-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
4-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
5-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
6-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
7-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
8-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35.2
9-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
10-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
11-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,32.4
12-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
13-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35.4
14-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
15-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34.4
16-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
17-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
18-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,32
19-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,30
20-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,31.2
21-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,36
22-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
23-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,35
24-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
25-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,32.4
26-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,33
27-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,34
28-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,36.2
29-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,36
30-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,37
31-Mar-17,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
1-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38
2-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38.4
3-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
4-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39.2
5-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38
6-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
7-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
8-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
9-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
10-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39.4
11-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
12-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
13-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
14-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
15-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38
16-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,37
17-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
18-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,37.4
19-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38
20-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
21-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
22-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
23-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
24-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
25-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
26-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
27-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,40.4
28-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
29-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,37
30-Apr-17,Max Temperature (Deg C),Weather,WOA,Makkah,38.4
1-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
2-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
3-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
4-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
5-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,39.2
6-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,40.4
7-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,40.4
8-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
9-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.1
10-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
11-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
12-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
13-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,40.2
14-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
15-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
16-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
17-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
18-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
19-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.1
20-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
21-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,38.2
22-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
23-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
24-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
25-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
26-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
27-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
28-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
29-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,46.2
30-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
31-May-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
1-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
2-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
3-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
4-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
5-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
6-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
7-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,46.4
8-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
9-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,47
10-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,46.4
11-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45.4
12-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
13-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
14-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
15-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45.4
16-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45.2
17-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
18-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
19-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.2
20-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
21-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
22-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,47
23-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
24-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
25-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.2
26-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
27-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,47
28-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
29-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
30-Jun-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
1-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
2-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,47
3-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,46.4
4-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
5-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
6-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,45.2
7-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
8-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
9-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
10-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
11-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
12-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
13-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
14-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
15-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.2
16-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.2
17-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.8
18-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
19-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44.4
20-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
21-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
22-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
23-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
24-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
25-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
26-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.2
27-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
28-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
29-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
30-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,50.4
31-Jul-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
1-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
2-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
3-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
4-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
5-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
6-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
7-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
8-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
9-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
10-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.1
11-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
12-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
13-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
14-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
15-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,40.4
16-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
17-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
18-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
19-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
20-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
21-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
22-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
23-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
24-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,48
25-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.1
26-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
27-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
28-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
29-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
30-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
31-Aug-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
1-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
2-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
3-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
4-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.4
5-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
6-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,42
7-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,42.2
8-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,49
9-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,47
10-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
11-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
12-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,44
13-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,48.4
14-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,41.4
15-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,41
16-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,46
17-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
18-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,39
19-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
20-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,40
21-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,43.4
22-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,43
23-Sep-17,Max Temperature (Deg C),Weather,WOA,Makkah,45
